Title	URL	Assignees	Status	Estimated size	Real size
Set up Branchmanagment	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/44		Product Backlog		
Unify the python interface	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/21		Product Backlog		
Add Modul Interface	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/46		Product Backlog		
Research AI-Model Benchmark	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/42		Product Backlog		
initialize ReadMe	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/45		Product Backlog		
Research Ollama	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/19		Product Backlog		
Test docker performance	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/25		Product Backlog		
Build the first Benchmarking tests	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/43		Product Backlog		
Continue to Maintain the Architecture-Document	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/31	adititakale01, Biranavan-Parameswaran	In Progress	3	
Write .py script to start docker containers	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/8	Moaiadsu	In Progress	3	
make CI-Pipeline	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/1	Moaiadsu	In Progress	5	8
Start Bill of Material	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/11	OlafVanHuusen	Awaiting Review	1	
Continue to Maintain Bill of Materials	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/30	OlafVanHuusen	Awaiting Review	1	
Write .py script to interact with the LLM 2	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/5	Moaiadsu, PeppermintCoding123	Awaiting Review	3	
Create Python test cases	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/20	Biranavan-Parameswaran	Awaiting Review	3	
Write .py script to interact with the LLM 4	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/13	JonasBrue	Awaiting Review	3	
Write .py script to interact with the LLM 5	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/15	JonasBrue	Awaiting Review	3	
Research Code Complexity	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/24	PeppermintCoding123	Awaiting Review	5	
Research robot framework	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/26	theidkamp	Awaiting Review		
Write .py script to interact with the LLM 1	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/3	Biranavan-Parameswaran	Feature Archive	3	5
Reaserch LLM 1	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/2	Biranavan-Parameswaran	Feature Archive	5	3
Create initial Architecture Documentation	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/10	theidkamp	Feature Archive	2	2
Reaserch LLM 2	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/4	PeppermintCoding123, theidkamp	Feature Archive	5	8
Reaserch LLM 4	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/12	JonasBrue	Feature Archive	5	5
Research Deepcoder/Phi4-Mini	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/6	adititakale01, OlafVanHuusen	Feature Archive	5	5
Reaserch LLM 5	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/14	JonasBrue	Feature Archive	5	5
Finalize T-shirt design	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/9	HaruspexSan	Feature Archive		
Write .py script to interact with the LLM 3	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/7		Feature Archive	3	3
