Title	URL	Assignees	Status	Estimated size	Real size
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/158		Product Backlog		
Research: Befits of chaining methods	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/159		Product Backlog		
Module: Add figurable Timeouts for LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/160		Product Backlog		
Test current models for consistency (deterministic)	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/161		Product Backlog		
Module: LLM testing of Code understandability, make LLM describe the code, let the same LLM (with no history) build the code from the description -> see if code passes the Unit tests.	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/162		Product Backlog		
Frontend: make modules togglabe in UI	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/163		Product Backlog		
(Module:) Output Exporter	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/164		Product Backlog		
Research: How to measure code coverage with tools	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/165		Product Backlog		
Enable Output to Reinput for LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/146		Product Backlog	5	
Module: Code Complexity: Complexity Measurement Tool (CMT)	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/73		Product Backlog	3	
Module: Detect redundant/duplicate test cases	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/108		Product Backlog	3	
Module: Code Complexity: CM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/76		Product Backlog		
Module(LLM performance): look at generated "Equivalence partitioning" classes	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/109		Product Backlog		
Module: Add security analyzer module for generated code	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/110		Product Backlog		
Module: Spell checker	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/78		Product Backlog		
Refactor: Json in Frontend	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/129		Product Backlog		
Refactor: Json in API	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/130		Product Backlog		
Refactor: clean repo	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/131		Product Backlog		
Refactor: add better logging or errors	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/132		Product Backlog		
