Title	URL	Assignees	Status	Estimated size	Real size
Write .py script to start docker containers	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/8		Product Backlog		
Reaserch LLM 4	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/12		Product Backlog	5	
Write .py script to interact with the LLM 4	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/13		Product Backlog	3	
Reaserch LLM 5	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/14		Product Backlog	5	
Write .py script to interact with the LLM 5	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/15		Product Backlog	3	
Research Ollama	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/19		Product Backlog		
Create Python test cases	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/20		Product Backlog		
Unify the python interface	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/21		Product Backlog		
Research Code Complexity	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/24		Product Backlog		
Test docker performance	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/25		Product Backlog		
Research robot framework	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/26		Product Backlog		
Start Bill of Material	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/11		Sprint Backlog	1	
Write .py script to interact with the LLM 3	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/7		Sprint Backlog	3	
Reaserch LLM 2	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/4	PeppermintCoding123, theidkamp	In Progress	5	
Research LLM 3	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/6	adititakale01, OlafVanHuusen	In Progress	5	
Write .py script to interact with the LLM 2	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/5	Moaiadsu, PeppermintCoding123	In Progress	3	
Write .py script to interact with the LLM 1	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/3	Biranavan-Parameswaran	Awaiting Review	3	
Reaserch LLM 1	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/2	Biranavan-Parameswaran	Awaiting Review	5	
make CI-Pipeline	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/1	Moaiadsu	Awaiting Review		
Create initial Architecture Documentation	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/10	theidkamp	Awaiting Review	2	
Finalize T-shirt design	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/9	HaruspexSan	Feature Archive		
