Title	URL	Assignees	Status	Estimated size	Real size	Labels
Homework: Create 3 Demo Use cases	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/216		Product Backlog			Homework, IMPORTANT
Homework: create Demo slide	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/217		Product Backlog			Homework, IMPORTANT
Homework: create Demo video	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/220		Product Backlog			Homework, IMPORTANT
Refactor: clean repo	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/131		Product Backlog			IMPORTANT
Use HPC to train our own LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/196		Product Backlog			Own LLM
Refactor: add better logging or errors	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/132		Product Backlog			
Acquire English-Dataset for LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/194		Product Backlog	2		Own LLM
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/171		Product Backlog	2		
Use HPC to run training script	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/211		Product Backlog	3		Own LLM
Refactor: Json in API	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/130		Product Backlog			duplicate
Refactor: Json in Frontend	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/129		Product Backlog			duplicate, Frontend
Research: should we change our embbeding	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/208		Product Backlog			Research
Fixing lm_eval_runner Model Alignment	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/169		Product Backlog			
Module: Detect Edgecase accuracy of LLM research	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/175		Product Backlog			Module
Module: Code Complexity: Complexity Measurement Tool (CMT)	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/73		Product Backlog	3		Module
Module: Code Complexity: CM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/76		Product Backlog			Module
Module(LLM performance): look at generated "Equivalence partitioning" classes	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/109		Product Backlog			Module
Module: Flaky Test Identifier: Detect and flag non-deterministic/generated tests	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/173		Product Backlog			Module
Module: Add security analyzer module for generated code	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/110		Product Backlog			Module
Module: Spell checker	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/78		Product Backlog			Module
Frontend: Display Outputs of Selected Modules	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/214		Product Backlog			Frontend
Frontend: Set Parameters for Modules	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/215		Product Backlog			Frontend
Module: Detect redundant/duplicate test cases	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/108	Moaiadsu	Sprint Backlog	3		Module
Module: Check output for code coverage of the tests	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/172	Moaiadsu	Sprint Backlog	5		Module
(Module:) Output Exporter	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/164	Moaiadsu	Sprint Backlog	3		Module
Clean up output code	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/190	OlafVanHuusen	In Progress	5		
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/218	adititakale01	In Progress	2		
Set prerequisite for Modules	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/127	adititakale01, PeppermintCoding123	Awaiting Review	3		
Enable Output to Reinput for LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/146	adititakale01	Awaiting Review	5		
Module: execute Tests	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/191	theidkamp	Awaiting Review	5		Module
Research and Run first project on HPC	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/195	PeppermintCoding123	Awaiting Review	3		IMPORTANT, Own LLM, Research
Use metrics to compare 1b, 3b, 7b and maybe 14b models	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/197	Biranavan-Parameswaran	Awaiting Review	8		IMPORTANT
Acquire UnitTest-Dataset for LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/209	JonasBrue	Awaiting Review	3		Own LLM
Acquire Python-Dataset for LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/210	JonasBrue	Awaiting Review	3		Own LLM
Research: How to finetune LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/193	JonasBrue, PeppermintCoding123	Feature Archive	3	5	Research
Research: How to train LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/192	JonasBrue, PeppermintCoding123	Feature Archive	3	5	Research
Research: can we run the models in the CI	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/170	Biranavan-Parameswaran	Feature Archive	3	3	Research
Modul dependency	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/202	Biranavan-Parameswaran	Feature Archive		3	
Module: Show dependency hierarchy of code by logic flow	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/174	OlafVanHuusen	Feature Archive	3	3	Module
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/206	OlafVanHuusen	Feature Archive	2	2	
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/158	theidkamp	Feature Archive	2	2	
Test current models for consistency (deterministic)	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/161	OlafVanHuusen	Feature Archive	3	2	
Researchg: LLM testing of Code understandability, make LLM describe the code, let the same LLM (with no history) build the code from the description -> see if code passes the Unit tests.	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/162	Biranavan-Parameswaran	Feature Archive	3	3	Research
Research: Benefits of chaining methods	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/159	JonasBrue	Feature Archive	3	3	Research
Module: External research	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/69	Biranavan-Parameswaran	Feature Archive	5	8	Module
Initialize user, (technical) design, and build/deploy documentation	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/97	adititakale01	Feature Archive	3	5	
Research: How to measure code coverage with tools	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/165	PeppermintCoding123	Feature Archive	3	3	Research
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/107	OlafVanHuusen	Feature Archive	2	2	
