Title	URL	Assignees	Status	Estimated size	Real size
Onboard and Test new LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/107		Product Backlog		
Enable Output to Reinput for LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/146		Product Backlog		
Module: Code Complexity: CM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/76		Product Backlog		
Module: Detect redundant/duplicate test cases	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/108		Product Backlog		
Module(LLM performance): look at generated "Equivalence partitioning" classes	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/109		Product Backlog		
Module: Add security analyzer module for generated code	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/110		Product Backlog		
Module: Spell checker	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/78		Product Backlog		
Refactor: Json in Frontend	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/129		Product Backlog		
Refactor: Json in API	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/130		Product Backlog		
Refactor: clean repo	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/131		Product Backlog		
Refactor: add better logging or errors	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/132		Product Backlog		
Add configurable timeouts for LLM generation	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/139		Product Backlog		
Frontend: add modules in UI	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/140		Product Backlog		
In regards to 74: are there other ways to encode and save a project in a database structure, other than just via an LLM?			Product Backlog		
In regards to 74: can we switch away from "langchain" as embbeding-provider or does it not cause any problems?			Product Backlog		
In regards to 74: How good are the embbedings			Product Backlog		
Module: External research	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/69		Sprint Backlog	5	
Set prerequisite for Modules	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/127		Sprint Backlog	3	
Module: Code Complexity: Complexity Measurement Tool (CMT)	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/73		Sprint Backlog	3	
Module: Evaluate LLM performance	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/101	theidkamp	In Progress	3	
Research/Implement How to include whole project	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/74	PeppermintCoding123	In Progress	5	
Refactoring: unify payload to json	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/106	theidkamp	In Progress	5	
Unify build process	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/123	Biranavan-Parameswaran	In Progress	5	
Module: Code complexity: CCC	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/66	OlafVanHuusen	In Progress	5	
Module: Code Complexity: MCC	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/67	OlafVanHuusen	In Progress	5	
Continue Bill of Material	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/116	OlafVanHuusen	In Progress	1	
Extract Code from Input/Output	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/128	PeppermintCoding123	Awaiting Review	3	
SetUp Docker compose	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/114	Biranavan-Parameswaran, JonasBrue	Awaiting Review	5	
Continue to Maintain the Architecture-Document	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/53	adititakale01	Awaiting Review	3	
Initialize user, (technical) design, and build/deploy documentation	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/97	adititakale01	Awaiting Review	3	
Research: Spell checker	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/77	Biranavan-Parameswaran	Feature Archive	3	3
Write .py script to start docker containers	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/8	Moaiadsu	Feature Archive	3	3
Show POs how the Project works	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/94	Moaiadsu, OlafVanHuusen	Feature Archive	3	2
Module: Analyze context size	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/68	OlafVanHuusen	Feature Archive	3	5
Connect API to Frontend	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/95	JonasBrue	Feature Archive	3	3
Onboard small LLM	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/102	Biranavan-Parameswaran	Feature Archive	1	1
Frontend Make User enter prompt and source code	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/96	JonasBrue	Feature Archive	5	8
Continue to Maintain Bill of Materials	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/52	theidkamp	Feature Archive	1	1
Build process video	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/84	Biranavan-Parameswaran, PeppermintCoding123	Feature Archive	3	3
Test docker performance	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/25	OlafVanHuusen	Feature Archive	3	5
Research Ollama	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/19	OlafVanHuusen	Feature Archive	5	3
Initialize API	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/70	JonasBrue	Feature Archive	5	5
Make metrics.py into its own modul	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/92	theidkamp	Feature Archive		3
Initialize Frontend	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/71	Biranavan-Parameswaran	Feature Archive	5	3
Add Modul Interface	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/46	adititakale01, Moaiadsu, OlafVanHuusen, theidkamp	Feature Archive	5	5
Write .py script to interact with the LLM 3	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/7	OlafVanHuusen	Feature Archive	3	3
initialize ReadMe	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/45	Biranavan-Parameswaran	Feature Archive	2	1
make CI-Pipeline	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/1	Moaiadsu	Feature Archive	5	8
Set up Branchmanagment	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/44	Biranavan-Parameswaran	Feature Archive	3	2
Continue to Maintain the Architecture-Document	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/49	adititakale01	Feature Archive	3	2
Unify the python interface	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/21	JonasBrue	Feature Archive	3	3
Build the first Benchmarking tests	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/43	PeppermintCoding123, theidkamp	Feature Archive	3	3
Continue to Maintain Bill of Materials	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/50	OlafVanHuusen	Feature Archive	1	1
Research AI-Model Benchmark	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/42	PeppermintCoding123	Feature Archive	3	3
Continue to Maintain the Architecture-Document	https://github.com/amosproj/amos2025ss04-ai-driven-testing/issues/31	adititakale01, Biranavan-Parameswaran	Feature Archive	3	3
